GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37,HD01_VD38,HD02_VD38,HD01_VD39,HD02_VD39,HD01_VD40,HD02_VD40,HD01_VD41,HD02_VD41,HD01_VD42,HD02_VD42,HD01_VD43,HD02_VD43
1400000US11001000702,11001000702,"Census Tract 7.02, District of Columbia, District of Columbia",3215,301,126,88,3089,303,1266,352,109,88,1157,337,881,303,0,12,881,303,187,114,14,23,173,112,49,45,15,26,34,39,52,38,0,12,52,38,97,85,80,81,17,26,1949,267,17,28,1932,264,1082,246,0,12,1082,246,487,113,0,12,487,113,126,52,0,12,126,52,137,56,0,12,137,56,117,69,17,28,100,55
1400000US11001000801,11001000801,"Census Tract 8.01, District of Columbia, District of Columbia",5686,536,316,145,5370,519,2645,525,300,142,2345,523,1007,511,74,119,933,509,793,154,15,24,778,155,330,107,14,24,316,113,295,103,42,36,253,99,220,89,155,74,65,53,3041,309,16,26,3025,314,858,311,0,17,858,311,894,185,0,17,894,185,569,143,0,17,569,143,395,92,0,17,395,92,325,127,16,26,309,127
1400000US11001000802,11001000802,"Census Tract 8.02, District of Columbia, District of Columbia",2423,249,120,50,2303,263,1195,232,120,50,1075,242,465,229,0,12,465,229,363,87,23,26,340,87,171,68,49,42,122,51,80,44,31,27,49,36,116,67,17,17,99,64,1228,120,0,12,1228,120,392,106,0,12,392,106,459,91,0,12,459,91,180,58,0,12,180,58,83,52,0,12,83,52,114,54,0,12,114,54
1400000US11001000901,11001000901,"Census Tract 9.01, District of Columbia, District of Columbia",6731,676,259,94,6472,668,2906,340,217,85,2689,331,1583,320,10,21,1573,319,502,117,12,18,490,120,366,80,36,30,330,80,295,71,76,48,219,63,160,58,83,46,77,38,3825,448,42,33,3783,450,2226,417,0,17,2226,417,748,179,22,23,726,178,348,94,10,16,338,93,333,73,0,17,333,73,170,62,10,17,160,62
1400000US11001000902,11001000902,"Census Tract 9.02, District of Columbia, District of Columbia",1652,145,115,45,1537,153,780,95,98,38,682,97,111,58,12,14,99,58,342,83,14,18,328,81,115,45,6,9,109,41,132,40,17,13,115,36,80,37,49,28,31,25,872,92,17,16,855,93,147,55,0,12,147,55,393,68,12,14,381,67,170,47,0,12,170,47,108,39,5,8,103,38,54,31,0,12,54,31
1400000US11001001001,11001001001,"Census Tract 10.01, District of Columbia, District of Columbia",6079,372,355,121,5724,380,2596,233,311,118,2285,229,575,188,0,17,575,188,967,142,31,39,936,147,560,123,32,35,528,122,224,85,35,33,189,81,270,89,213,86,57,40,3483,291,44,42,3439,301,1093,298,0,17,1093,298,1179,168,0,17,1179,168,469,113,0,17,469,113,377,106,27,33,350,100,365,118,17,26,348,118
1400000US11001001002,11001001002,"Census Tract 10.02, District of Columbia, District of Columbia",3254,471,115,89,3139,476,1524,375,99,82,1425,385,965,318,45,72,920,313,333,150,0,12,333,150,153,101,0,12,153,101,45,44,26,36,19,32,28,39,28,39,0,12,1730,339,16,28,1714,337,895,313,0,12,895,313,478,122,16,28,462,121,172,87,0,12,172,87,87,40,0,12,87,40,98,85,0,12,98,85
1400000US11001001100,11001001100,"Census Tract 11, District of Columbia, District of Columbia",3763,323,235,100,3528,326,1662,219,216,95,1446,206,543,161,0,12,543,161,474,110,107,79,367,112,247,100,14,22,233,97,259,85,36,34,223,86,139,66,59,47,80,48,2101,252,19,29,2082,253,406,146,0,12,406,146,620,156,0,12,620,156,420,119,0,12,420,119,304,113,0,12,304,113,351,190,19,29,332,195
1400000US11001001200,11001001200,"Census Tract 12, District of Columbia, District of Columbia",4230,434,209,91,4021,429,2066,348,198,91,1868,343,787,316,0,12,787,316,624,127,44,42,580,121,312,95,22,26,290,92,207,93,45,43,162,81,136,61,87,62,49,40,2164,232,11,17,2153,232,822,202,0,12,822,202,689,165,11,17,678,166,211,100,0,12,211,100,230,106,0,12,230,106,212,89,0,12,212,89
1400000US11001001301,11001001301,"Census Tract 13.01, District of Columbia, District of Columbia",3584,295,235,92,3349,316,1529,253,213,90,1316,252,465,172,17,27,448,173,531,183,17,26,514,185,152,95,0,12,152,95,163,66,30,33,133,68,218,89,149,78,69,52,2055,242,22,35,2033,241,1017,248,0,12,1017,248,544,142,22,35,522,144,177,80,0,12,177,80,181,64,0,12,181,64,136,78,0,12,136,78
1400000US11001001302,11001001302,"Census Tract 13.02, District of Columbia, District of Columbia",7301,652,262,106,7039,643,3175,439,262,106,2913,428,1272,336,0,17,1272,336,1084,243,0,17,1084,243,246,117,18,29,228,117,386,156,130,79,256,148,187,93,114,78,73,55,4126,407,0,17,4126,407,2206,299,0,17,2206,299,725,210,0,17,725,210,417,123,0,17,417,123,421,137,0,17,421,137,357,125,0,17,357,125
1400000US11001001401,11001001401,"Census Tract 14.01, District of Columbia, District of Columbia",2597,222,49,35,2548,225,1141,157,49,35,1092,156,345,139,0,12,345,139,466,88,0,12,466,88,229,75,30,28,199,70,53,30,9,14,44,30,48,33,10,15,38,29,1456,151,0,12,1456,151,441,139,0,12,441,139,609,106,0,12,609,106,239,72,0,12,239,72,105,43,0,12,105,43,62,54,0,12,62,54
1400000US11001001402,11001001402,"Census Tract 14.02, District of Columbia, District of Columbia",2457,242,130,58,2327,242,1161,224,130,58,1031,220,255,158,0,12,255,158,445,92,21,22,424,93,248,122,30,27,218,123,131,59,32,30,99,50,82,46,47,36,35,29,1296,114,0,12,1296,114,287,110,0,12,287,110,413,80,0,12,413,80,167,50,0,12,167,50,175,63,0,12,175,63,254,90,0,12,254,90
1400000US11001001500,11001001500,"Census Tract 15, District of Columbia, District of Columbia",4486,386,447,123,4039,384,2099,250,369,106,1730,237,279,155,0,17,279,155,808,91,68,58,740,103,407,125,18,29,389,124,308,89,91,53,217,78,297,82,192,78,105,56,2387,224,78,84,2309,227,262,97,1,2,261,98,984,143,25,38,959,141,450,105,0,17,450,105,276,74,0,17,276,74,415,146,52,76,363,141
1400000US11001001600,11001001600,"Census Tract 16, District of Columbia, District of Columbia",3283,214,271,88,3012,206,1538,146,271,88,1267,140,184,71,0,12,184,71,644,109,70,52,574,107,323,84,27,30,296,84,236,60,84,42,152,51,151,52,90,43,61,34,1745,169,0,12,1745,169,224,104,0,12,224,104,645,132,0,12,645,132,324,91,0,12,324,91,199,64,0,12,199,64,353,82,0,12,353,82
1400000US11001001702,11001001702,"Census Tract 17.02, District of Columbia, District of Columbia",2574,210,160,70,2414,223,1168,137,160,70,1008,133,353,85,23,36,330,83,492,137,42,53,450,133,147,62,17,21,130,59,119,50,21,25,98,43,57,38,57,38,0,12,1406,177,0,12,1406,177,442,111,0,12,442,111,491,143,0,12,491,143,240,75,0,12,240,75,114,52,0,12,114,52,119,49,0,12,119,49
1400000US11001001803,11001001803,"Census Tract 18.03, District of Columbia, District of Columbia",2939,287,160,79,2779,272,1387,187,134,70,1253,168,427,145,0,12,427,145,600,131,33,38,567,127,182,73,26,29,156,69,143,56,40,36,103,49,35,34,35,34,0,12,1552,156,26,26,1526,155,464,125,0,12,464,125,470,124,15,19,455,122,216,82,0,12,216,82,190,79,0,12,190,79,212,80,11,16,201,77
1400000US11001001804,11001001804,"Census Tract 18.04, District of Columbia, District of Columbia",4372,540,176,80,4196,537,2119,401,168,82,1951,396,728,241,14,22,714,238,904,233,26,41,878,230,250,106,28,25,222,100,49,60,8,13,41,58,188,80,92,57,96,61,2253,361,8,12,2245,361,713,254,0,17,713,254,946,217,0,17,946,217,236,99,8,12,228,102,238,99,0,17,238,99,120,60,0,17,120,60
1400000US11001001901,11001001901,"Census Tract 19.01, District of Columbia, District of Columbia",2933,354,176,55,2757,360,1139,164,164,57,975,171,402,124,0,12,402,124,351,89,32,26,319,89,146,71,21,20,125,68,100,46,50,43,50,25,140,54,61,40,79,42,1794,239,12,15,1782,237,551,159,0,12,551,159,604,120,6,12,598,117,287,98,0,12,287,98,153,71,0,12,153,71,199,57,6,10,193,56
1400000US11001001902,11001001902,"Census Tract 19.02, District of Columbia, District of Columbia",1848,150,167,74,1681,151,745,94,137,72,608,93,232,90,30,47,202,80,213,60,11,17,202,57,208,69,62,53,146,52,60,27,17,18,43,23,32,25,17,17,15,18,1103,134,30,28,1073,133,216,67,0,12,216,67,382,84,26,26,356,79,264,75,4,8,260,77,59,24,0,12,59,24,182,51,0,12,182,51
1400000US11001002001,11001002001,"Census Tract 20.01, District of Columbia, District of Columbia",2159,256,117,70,2042,241,973,168,113,68,860,147,186,69,0,12,186,69,443,115,31,32,412,113,142,47,13,16,129,48,131,51,41,32,90,42,71,37,28,25,43,28,1186,173,4,8,1182,174,281,97,0,12,281,97,404,86,0,12,404,86,209,81,4,8,205,84,207,67,0,12,207,67,85,45,0,12,85,45
1400000US11001002002,11001002002,"Census Tract 20.02, District of Columbia, District of Columbia",2997,358,200,89,2797,359,1360,211,200,89,1160,190,381,103,0,12,381,103,556,155,8,13,548,154,257,88,60,47,197,76,103,62,82,58,21,23,63,69,50,69,13,20,1637,269,0,12,1637,269,310,103,0,12,310,103,685,184,0,12,685,184,259,87,0,12,259,87,188,64,0,12,188,64,195,105,0,12,195,105
1400000US11001002101,11001002101,"Census Tract 21.01, District of Columbia, District of Columbia",4451,625,272,104,4179,609,2266,455,242,104,2024,435,716,236,14,23,702,234,959,217,73,62,886,219,302,170,35,32,267,165,126,58,26,29,100,50,163,61,94,60,69,52,2185,310,30,35,2155,312,683,211,14,23,669,207,887,202,10,17,877,205,238,92,6,13,232,92,249,89,0,17,249,89,128,68,0,17,128,68
1400000US11001002102,11001002102,"Census Tract 21.02, District of Columbia, District of Columbia",3936,381,162,83,3774,393,1678,229,162,83,1516,220,591,145,0,12,591,145,626,169,57,63,569,162,221,83,8,12,213,85,141,59,45,49,96,52,99,43,52,30,47,32,2258,301,0,12,2258,301,807,261,0,12,807,261,792,166,0,12,792,166,336,120,0,12,336,120,169,71,0,12,169,71,154,67,0,12,154,67
1400000US11001002201,11001002201,"Census Tract 22.01, District of Columbia, District of Columbia",2978,255,223,102,2755,289,1533,197,213,101,1320,223,637,164,0,12,637,164,526,153,39,54,487,153,148,85,74,72,74,46,132,53,35,28,97,50,90,41,65,34,25,24,1445,160,10,15,1435,158,507,172,0,12,507,172,396,107,10,15,386,107,214,83,0,12,214,83,149,51,0,12,149,51,179,61,0,12,179,61
1400000US11001002202,11001002202,"Census Tract 22.02, District of Columbia, District of Columbia",2924,441,145,83,2779,455,1441,381,122,77,1319,383,683,253,0,12,683,253,583,170,66,57,517,174,85,51,5,10,80,50,23,21,0,12,23,21,67,49,51,47,16,18,1483,206,23,37,1460,216,610,179,0,12,610,179,515,109,23,37,492,113,141,66,0,12,141,66,150,64,0,12,150,64,67,38,0,12,67,38
1400000US11001002301,11001002301,"Census Tract 23.01, District of Columbia, District of Columbia",2733,321,139,62,2594,311,1202,203,87,53,1115,187,380,109,0,12,380,109,610,199,47,50,563,186,102,57,0,12,102,57,58,35,21,17,37,32,52,30,19,16,33,26,1531,167,52,34,1479,173,435,116,0,12,435,116,627,130,22,27,605,127,189,83,12,13,177,84,109,41,9,13,100,35,171,54,9,14,162,53
1400000US11001002302,11001002302,"Census Tract 23.02, District of Columbia, District of Columbia",1727,288,609,233,1118,269,880,272,483,208,397,182,182,145,0,12,182,145,124,77,36,40,88,62,61,52,35,49,26,23,110,72,87,59,23,32,403,204,325,182,78,71,847,199,126,97,721,194,523,181,0,12,523,181,107,79,58,77,49,41,99,53,10,16,89,51,27,27,0,12,27,27,91,78,58,64,33,44
1400000US11001002400,11001002400,"Census Tract 24, District of Columbia, District of Columbia",3528,310,175,83,3353,322,1913,223,144,72,1769,243,691,147,0,12,691,147,812,165,51,52,761,174,265,95,38,59,227,85,75,41,17,20,58,44,70,42,38,32,32,30,1615,226,31,42,1584,222,641,148,25,41,616,141,468,117,6,9,462,117,264,87,0,12,264,87,119,52,0,12,119,52,123,44,0,12,123,44
1400000US11001002501,11001002501,"Census Tract 25.01, District of Columbia, District of Columbia",2253,314,129,63,2124,311,997,235,122,62,875,228,336,156,0,12,336,156,455,144,45,36,410,145,152,72,58,39,94,52,54,36,19,20,35,30,0,12,0,12,0,12,1256,187,7,12,1249,188,481,131,0,12,481,131,350,116,0,12,350,116,150,65,0,12,150,65,82,45,7,12,75,45,193,76,0,12,193,76
1400000US11001002502,11001002502,"Census Tract 25.02, District of Columbia, District of Columbia",4812,514,255,137,4557,475,2545,417,255,137,2290,360,924,282,0,17,924,282,1217,318,151,111,1066,281,305,143,59,58,246,124,73,45,27,25,46,39,26,34,18,28,8,18,2267,331,0,17,2267,331,697,213,0,17,697,213,777,227,0,17,777,227,455,146,0,17,455,146,166,107,0,17,166,107,172,82,0,17,172,82
1400000US11001002600,11001002600,"Census Tract 26, District of Columbia, District of Columbia",2068,148,189,57,1879,140,997,108,150,58,847,101,201,62,0,12,201,62,414,84,11,13,403,84,122,48,24,32,98,38,163,39,59,36,104,36,97,45,56,26,41,37,1071,108,39,31,1032,106,212,71,0,12,212,71,353,72,26,24,327,69,281,43,4,6,277,44,120,39,0,12,120,39,105,35,9,17,96,34
1400000US11001002701,11001002701,"Census Tract 27.01, District of Columbia, District of Columbia",4797,518,131,80,4666,520,2500,389,131,80,2369,403,999,341,43,40,956,339,1072,377,29,50,1043,367,251,149,16,27,235,146,141,58,16,27,125,54,37,39,27,31,10,23,2297,287,0,12,2297,287,1239,276,0,12,1239,276,522,145,0,12,522,145,187,77,0,12,187,77,146,55,0,12,146,55,203,111,0,12,203,111
1400000US11001002702,11001002702,"Census Tract 27.02, District of Columbia, District of Columbia",5133,527,171,106,4962,547,2395,346,134,95,2261,338,1123,368,12,19,1111,369,847,163,14,22,833,162,245,113,30,33,215,107,180,58,78,79,102,54,0,17,0,17,0,17,2738,358,37,41,2701,360,1454,282,0,17,1454,282,828,193,18,29,810,193,203,99,0,17,203,99,125,47,0,17,125,47,128,89,19,30,109,85
1400000US11001002801,11001002801,"Census Tract 28.01, District of Columbia, District of Columbia",3441,352,82,52,3359,353,1605,250,82,52,1523,249,833,224,19,22,814,218,523,175,24,39,499,167,147,77,0,12,147,77,85,55,22,23,63,49,17,19,17,19,0,12,1836,274,0,12,1836,274,959,203,0,12,959,203,563,170,0,12,563,170,99,56,0,12,99,56,150,82,0,12,150,82,65,71,0,12,65,71
1400000US11001002802,11001002802,"Census Tract 28.02, District of Columbia, District of Columbia",4117,343,76,81,4041,329,2019,284,62,77,1957,273,1027,222,0,12,1027,222,718,206,41,75,677,192,146,83,4,9,142,83,87,51,0,12,87,51,41,31,17,19,24,25,2098,226,14,20,2084,228,1298,202,0,12,1298,202,478,112,14,20,464,113,202,102,0,12,202,102,65,44,0,12,65,44,55,34,0,12,55,34
1400000US11001002900,11001002900,"Census Tract 29, District of Columbia, District of Columbia",4073,434,148,61,3925,437,2164,275,113,53,2051,285,1207,227,0,12,1207,227,690,185,29,31,661,190,186,75,30,22,156,74,44,31,17,19,27,25,37,32,37,32,0,12,1909,256,35,26,1874,252,1004,202,22,21,982,203,567,150,13,19,554,145,192,75,0,12,192,75,86,52,0,12,86,52,60,36,0,12,60,36
1400000US11001003000,11001003000,"Census Tract 30, District of Columbia, District of Columbia",3005,291,135,80,2870,285,1429,228,126,75,1303,215,792,206,19,21,773,208,372,103,0,12,372,103,130,77,58,61,72,40,101,49,36,25,65,45,34,34,13,20,21,28,1576,213,9,14,1567,213,866,177,0,12,866,177,378,89,0,12,378,89,134,65,9,14,125,63,130,55,0,12,130,55,68,34,0,12,68,34
1400000US11001003100,11001003100,"Census Tract 31, District of Columbia, District of Columbia",2797,341,62,42,2735,349,1299,227,48,36,1251,234,585,167,0,12,585,167,445,150,21,24,424,148,176,84,8,11,168,83,62,39,19,22,43,42,31,39,0,12,31,39,1498,214,14,20,1484,216,720,147,14,20,706,151,409,126,0,12,409,126,176,75,0,12,176,75,132,67,0,12,132,67,61,40,0,12,61,40
1400000US11001003200,11001003200,"Census Tract 32, District of Columbia, District of Columbia",3874,350,87,60,3787,358,1789,301,73,45,1716,301,868,220,7,12,861,223,597,137,0,12,597,137,126,80,29,26,97,76,161,88,23,27,138,88,37,34,14,22,23,25,2085,234,14,23,2071,238,737,181,0,12,737,181,882,142,14,23,868,143,205,86,0,12,205,86,156,67,0,12,156,67,105,42,0,12,105,42
1400000US11001003301,11001003301,"Census Tract 33.01, District of Columbia, District of Columbia",3097,336,161,54,2936,337,1679,243,123,52,1556,245,882,210,12,19,870,211,648,126,58,45,590,122,101,58,20,23,81,56,29,20,14,17,15,17,19,16,19,16,0,12,1418,225,38,29,1380,231,665,197,11,17,654,200,434,110,20,22,414,109,134,70,0,12,134,70,87,43,7,10,80,41,98,40,0,12,98,40
1400000US11001003302,11001003302,"Census Tract 33.02, District of Columbia, District of Columbia",1924,191,107,49,1817,192,905,145,98,48,807,141,387,105,8,10,379,104,371,91,60,40,311,88,78,32,11,11,67,30,44,29,8,9,36,28,25,18,11,10,14,15,1019,142,9,14,1010,143,511,131,0,12,511,131,353,83,0,12,353,83,88,44,0,12,88,44,35,27,9,14,26,25,32,21,0,12,32,21
1400000US11001003400,11001003400,"Census Tract 34, District of Columbia, District of Columbia",4350,412,111,66,4239,414,1908,296,91,64,1817,291,1254,261,8,13,1246,262,398,131,56,58,342,125,188,128,2,6,186,128,43,35,0,17,43,35,25,28,25,28,0,17,2442,377,20,20,2422,375,1787,340,0,17,1787,340,355,98,2,6,353,99,156,73,9,14,147,72,92,81,9,14,83,80,52,45,0,17,52,45
1400000US11001003500,11001003500,"Census Tract 35, District of Columbia, District of Columbia",4451,451,76,47,4375,447,2022,257,76,47,1946,252,1411,256,18,32,1393,250,363,95,0,12,363,95,133,67,39,32,94,58,79,51,0,12,79,51,36,31,19,17,17,27,2429,316,0,12,2429,316,1796,292,0,12,1796,292,270,79,0,12,270,79,206,103,0,12,206,103,65,42,0,12,65,42,92,53,0,12,92,53
