GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37,HD01_VD38,HD02_VD38,HD01_VD39,HD02_VD39,HD01_VD40,HD02_VD40,HD01_VD41,HD02_VD41,HD01_VD42,HD02_VD42,HD01_VD43,HD02_VD43
1400000US11001000702,11001000702,"Census Tract 7.02, District of Columbia, District of Columbia",3144,268,140,91,3004,281,1304,222,140,91,1164,218,912,214,35,60,877,207,208,132,13,20,195,131,42,46,13,23,29,38,59,38,10,17,49,34,83,70,69,67,14,21,1840,265,0,12,1840,265,1118,221,0,12,1118,221,418,125,0,12,418,125,102,59,0,12,102,59,128,53,0,12,128,53,74,43,0,12,74,43
1400000US11001000801,11001000801,"Census Tract 8.01, District of Columbia, District of Columbia",5615,609,454,161,5161,605,2675,534,437,163,2238,534,782,527,69,108,713,519,906,221,20,27,886,223,420,113,77,82,343,125,313,85,89,51,224,88,254,100,182,82,72,58,2940,335,17,27,2923,334,792,313,0,17,792,313,825,179,0,17,825,179,536,131,0,17,536,131,413,110,0,17,413,110,374,128,17,27,357,127
1400000US11001000802,11001000802,"Census Tract 8.02, District of Columbia, District of Columbia",2179,239,103,48,2076,242,1055,235,103,48,952,242,414,233,0,12,414,233,333,88,13,21,320,83,171,68,48,42,123,46,66,36,24,22,42,32,71,37,18,20,53,33,1124,114,0,12,1124,114,283,90,0,12,283,90,428,94,0,12,428,94,204,65,0,12,204,65,78,53,0,12,78,53,131,61,0,12,131,61
1400000US11001000901,11001000901,"Census Tract 9.01, District of Columbia, District of Columbia",6650,633,354,89,6296,616,2834,351,303,87,2531,332,1555,302,11,23,1544,302,504,102,8,15,496,102,328,91,34,30,294,95,235,63,101,53,134,45,212,68,149,61,63,39,3816,420,51,37,3765,422,2327,437,0,17,2327,437,670,164,19,20,651,161,318,82,10,15,308,82,297,87,0,17,297,87,204,64,22,24,182,62
1400000US11001000902,11001000902,"Census Tract 9.02, District of Columbia, District of Columbia",1556,164,119,44,1437,171,759,92,102,41,657,102,109,52,14,16,95,50,310,81,15,16,295,79,149,54,5,8,144,53,108,40,25,19,83,35,83,33,43,23,40,26,797,97,17,17,780,96,143,61,0,12,143,61,354,65,12,14,342,65,159,48,0,12,159,48,80,34,5,8,75,32,61,34,0,12,61,34
1400000US11001001001,11001001001,"Census Tract 10.01, District of Columbia, District of Columbia",6133,310,411,134,5722,315,2664,263,369,131,2295,253,723,205,35,51,688,204,914,153,32,28,882,152,538,133,65,54,473,125,247,94,46,38,201,96,242,96,191,89,51,42,3469,262,42,39,3427,262,1190,270,0,17,1190,270,1139,169,0,17,1139,169,485,117,0,17,485,117,341,89,29,32,312,88,314,106,13,21,301,106
1400000US11001001002,11001001002,"Census Tract 10.02, District of Columbia, District of Columbia",3084,444,91,89,2993,437,1220,282,77,86,1143,282,763,246,49,80,714,242,340,116,0,12,340,116,37,49,0,12,37,49,80,45,28,33,52,48,0,12,0,12,0,12,1864,382,14,22,1850,380,1027,378,0,12,1027,378,514,131,14,22,500,124,137,74,0,12,137,74,71,49,0,12,71,49,115,80,0,12,115,80
1400000US11001001100,11001001100,"Census Tract 11, District of Columbia, District of Columbia",3631,294,223,111,3408,289,1561,206,190,94,1371,204,484,116,0,12,484,116,421,112,82,63,339,107,283,93,16,26,267,86,244,87,40,37,204,91,129,64,52,47,77,46,2070,236,33,39,2037,237,344,130,0,12,344,130,654,155,0,12,654,155,430,111,0,12,430,111,222,90,0,12,222,90,420,166,33,39,387,174
1400000US11001001200,11001001200,"Census Tract 12, District of Columbia, District of Columbia",4343,362,171,79,4172,374,2124,315,158,78,1966,316,847,293,0,12,847,293,580,112,16,24,564,109,354,94,21,23,333,91,209,90,50,42,159,84,134,67,71,54,63,50,2219,258,13,19,2206,260,708,188,0,12,708,188,712,136,13,19,699,134,311,105,0,12,311,105,260,93,0,12,260,93,228,87,0,12,228,87
1400000US11001001301,11001001301,"Census Tract 13.01, District of Columbia, District of Columbia",3635,297,288,109,3347,318,1628,268,271,107,1357,247,606,207,19,31,587,201,430,141,21,32,409,140,215,85,45,49,170,77,165,97,33,34,132,94,212,85,153,79,59,44,2007,285,17,27,1990,292,934,246,0,12,934,246,487,160,17,27,470,156,260,85,0,12,260,85,160,59,0,12,160,59,166,100,0,12,166,100
1400000US11001001302,11001001302,"Census Tract 13.02, District of Columbia, District of Columbia",7189,590,238,100,6951,596,3037,332,227,101,2810,336,1270,262,0,17,1270,262,1015,247,0,17,1015,247,275,117,27,37,248,111,303,136,111,80,192,121,174,85,89,60,85,67,4152,417,11,17,4141,418,2152,383,0,17,2152,383,778,172,11,17,767,171,416,120,0,17,416,120,376,126,0,17,376,126,430,134,0,17,430,134
1400000US11001001401,11001001401,"Census Tract 14.01, District of Columbia, District of Columbia",2614,208,101,56,2513,221,1116,133,101,56,1015,148,252,109,10,16,242,109,501,97,0,12,501,97,195,56,20,19,175,54,115,54,51,37,64,44,53,49,20,32,33,37,1498,160,0,12,1498,160,432,164,0,12,432,164,568,87,0,12,568,87,258,71,0,12,258,71,187,56,0,12,187,56,53,41,0,12,53,41
1400000US11001001402,11001001402,"Census Tract 14.02, District of Columbia, District of Columbia",2327,279,118,59,2209,277,1140,246,109,57,1031,245,248,183,0,12,248,183,439,77,9,15,430,77,259,131,26,22,233,130,120,56,25,24,95,52,74,41,49,35,25,23,1187,112,9,14,1178,112,200,77,0,12,200,77,429,85,9,14,420,86,196,58,0,12,196,58,156,57,0,12,156,57,206,78,0,12,206,78
1400000US11001001500,11001001500,"Census Tract 15, District of Columbia, District of Columbia",4526,344,413,127,4113,346,2154,230,386,119,1768,225,286,142,0,17,286,142,817,103,57,49,760,113,429,123,30,34,399,120,310,82,97,50,213,78,312,87,202,81,110,51,2372,206,27,37,2345,209,322,105,1,2,321,104,953,144,24,36,929,152,443,100,0,17,443,100,282,72,0,17,282,72,372,120,2,4,370,119
1400000US11001001600,11001001600,"Census Tract 16, District of Columbia, District of Columbia",3372,226,306,91,3066,213,1539,155,306,91,1233,131,188,72,0,12,188,72,617,117,76,60,541,112,356,80,38,38,318,75,199,64,75,43,124,45,179,53,117,43,62,34,1833,205,0,12,1833,205,236,117,0,12,236,117,704,144,0,12,704,144,347,87,0,12,347,87,188,53,0,12,188,53,358,68,0,12,358,68
1400000US11001001702,11001001702,"Census Tract 17.02, District of Columbia, District of Columbia",2523,197,151,71,2372,206,1187,145,151,71,1036,131,362,113,20,33,342,113,510,145,39,50,471,132,147,53,8,13,139,55,103,46,19,21,84,41,65,39,65,39,0,12,1336,152,0,12,1336,152,371,115,0,12,371,115,462,99,0,12,462,99,262,80,0,12,262,80,108,39,0,12,108,39,133,44,0,12,133,44
1400000US11001001803,11001001803,"Census Tract 18.03, District of Columbia, District of Columbia",2825,255,151,72,2674,259,1298,186,142,71,1156,176,373,143,0,12,373,143,586,130,36,42,550,125,180,77,33,34,147,69,116,49,30,28,86,46,43,34,43,34,0,12,1527,181,9,14,1518,179,378,125,0,12,378,125,490,125,9,14,481,123,280,88,0,12,280,88,157,77,0,12,157,77,222,87,0,12,222,87
1400000US11001001804,11001001804,"Census Tract 18.04, District of Columbia, District of Columbia",4313,535,122,63,4191,535,2092,422,115,62,1977,418,851,259,13,21,838,255,864,255,26,42,838,258,216,96,28,25,188,91,13,15,7,12,6,10,148,81,41,26,107,79,2221,303,7,11,2214,305,683,232,0,17,683,232,937,202,0,17,937,202,270,97,7,11,263,98,205,83,0,17,205,83,126,67,0,17,126,67
1400000US11001001901,11001001901,"Census Tract 19.01, District of Columbia, District of Columbia",3143,343,273,94,2870,324,1285,194,223,69,1062,189,434,145,9,15,425,146,387,117,64,51,323,106,221,104,15,18,206,105,97,47,38,30,59,38,146,50,97,47,49,33,1858,238,50,48,1808,232,530,161,0,12,530,161,629,124,45,47,584,118,285,81,0,12,285,81,200,91,0,12,200,91,214,47,5,9,209,48
1400000US11001001902,11001001902,"Census Tract 19.02, District of Columbia, District of Columbia",1755,122,147,60,1608,116,707,113,126,55,581,106,206,96,27,39,179,77,169,61,9,14,160,58,227,62,57,42,170,56,73,49,11,17,62,45,32,29,22,23,10,17,1048,105,21,22,1027,104,246,80,0,12,246,80,301,81,21,22,280,80,208,55,0,12,208,55,70,45,0,12,70,45,223,61,0,12,223,61
1400000US11001002001,11001002001,"Census Tract 20.01, District of Columbia, District of Columbia",2034,245,96,55,1938,230,900,171,93,53,807,156,190,92,0,12,190,92,403,99,12,19,391,99,107,45,10,17,97,37,146,58,37,25,109,55,54,36,34,27,20,17,1134,170,3,9,1131,171,344,116,0,12,344,116,317,95,0,12,317,95,218,64,3,9,215,61,191,70,0,12,191,70,64,35,0,12,64,35
1400000US11001002002,11001002002,"Census Tract 20.02, District of Columbia, District of Columbia",2941,293,220,79,2721,299,1328,219,220,79,1108,222,313,110,0,12,313,110,560,168,9,16,551,168,280,84,76,55,204,76,69,43,60,41,9,15,106,77,75,76,31,40,1613,197,0,12,1613,197,286,106,0,12,286,106,611,159,0,12,611,159,306,104,0,12,306,104,203,71,0,12,203,71,207,89,0,12,207,89
1400000US11001002101,11001002101,"Census Tract 21.01, District of Columbia, District of Columbia",4455,555,369,117,4086,555,2290,385,335,110,1955,390,682,253,15,27,667,245,945,228,114,81,831,214,356,177,53,36,303,176,164,77,55,40,109,61,143,52,98,48,45,34,2165,293,34,34,2131,295,740,218,16,25,724,213,841,184,11,19,830,184,247,82,7,13,240,84,239,79,0,17,239,79,98,56,0,17,98,56
1400000US11001002102,11001002102,"Census Tract 21.02, District of Columbia, District of Columbia",3904,362,209,103,3695,386,1722,275,191,101,1531,293,632,198,35,56,597,189,547,183,15,17,532,184,272,101,8,12,264,102,135,62,42,49,93,57,136,70,91,59,45,29,2182,261,18,19,2164,258,820,214,0,12,820,214,777,160,10,15,767,158,275,125,8,12,267,125,163,66,0,12,163,66,147,57,0,12,147,57
1400000US11001002201,11001002201,"Census Tract 22.01, District of Columbia, District of Columbia",2984,369,214,82,2770,374,1579,257,208,80,1371,252,716,203,0,12,716,203,450,138,20,29,430,141,104,62,29,26,75,56,161,66,53,38,108,49,148,64,106,56,42,32,1405,202,6,9,1399,201,477,176,0,12,477,176,367,107,6,9,361,107,132,73,0,12,132,73,244,69,0,12,244,69,185,68,0,12,185,68
1400000US11001002202,11001002202,"Census Tract 22.02, District of Columbia, District of Columbia",2670,297,225,117,2445,328,1151,272,204,114,947,261,379,163,0,12,379,163,562,170,146,101,416,131,90,57,10,16,80,54,66,45,0,12,66,45,54,48,48,48,6,9,1519,227,21,35,1498,232,589,205,0,12,589,205,580,131,21,35,559,133,142,62,0,12,142,62,123,55,0,12,123,55,85,48,0,12,85,48
1400000US11001002301,11001002301,"Census Tract 23.01, District of Columbia, District of Columbia",2370,206,153,67,2217,169,1047,147,102,54,945,116,286,128,0,12,286,128,545,148,38,42,507,133,111,62,19,27,92,48,53,32,26,21,27,27,52,32,19,17,33,27,1323,140,51,38,1272,134,368,103,0,12,368,103,493,97,23,28,470,93,188,79,22,23,166,69,119,40,0,12,119,40,155,50,6,11,149,49
1400000US11001002302,11001002302,"Census Tract 23.02, District of Columbia, District of Columbia",1708,271,543,186,1165,256,878,258,434,186,444,174,288,173,28,44,260,157,86,54,36,41,50,33,41,42,21,43,20,22,107,61,85,53,22,30,356,142,264,146,92,70,830,189,109,97,721,181,495,171,0,12,495,171,94,79,57,77,37,38,102,65,0,12,102,65,59,51,0,12,59,51,80,74,52,58,28,44
1400000US11001002400,11001002400,"Census Tract 24, District of Columbia, District of Columbia",3281,352,192,106,3089,366,1776,244,146,89,1630,245,587,142,16,27,571,136,756,163,38,39,718,173,249,96,0,12,249,96,120,66,60,70,60,54,64,38,32,28,32,29,1505,258,46,50,1459,247,531,177,31,50,500,157,520,111,15,17,505,111,250,87,0,12,250,87,109,44,0,12,109,44,95,42,0,12,95,42
1400000US11001002501,11001002501,"Census Tract 25.01, District of Columbia, District of Columbia",2041,353,91,46,1950,350,868,240,82,46,786,233,275,179,0,12,275,179,424,137,35,30,389,133,108,56,19,23,89,50,49,37,16,18,33,31,12,19,12,19,0,12,1173,212,9,13,1164,211,454,144,0,12,454,144,322,142,0,12,322,142,149,75,0,12,149,75,72,52,9,13,63,51,176,79,0,12,176,79
1400000US11001002502,11001002502,"Census Tract 25.02, District of Columbia, District of Columbia",4467,532,234,130,4233,522,2362,408,234,130,2128,384,805,267,0,17,805,267,1224,343,117,92,1107,329,212,109,51,61,161,91,93,57,38,30,55,44,28,32,28,32,0,17,2105,335,0,17,2105,335,789,220,0,17,789,220,642,206,0,17,642,206,411,138,0,17,411,138,125,74,0,17,125,74,138,59,0,17,138,59
1400000US11001002600,11001002600,"Census Tract 26, District of Columbia, District of Columbia",1960,169,160,51,1800,172,996,126,134,47,862,124,197,57,0,12,197,57,444,109,29,28,415,108,122,44,4,6,118,44,155,49,52,34,103,36,78,33,49,28,29,24,964,104,26,23,938,104,120,55,0,12,120,55,317,81,22,23,295,77,291,49,4,6,287,48,130,43,0,12,130,43,106,40,0,12,106,40
1400000US11001002701,11001002701,"Census Tract 27.01, District of Columbia, District of Columbia",4233,413,121,77,4112,416,2008,309,121,77,1887,332,771,296,25,23,746,298,802,234,18,45,784,238,263,146,18,28,245,144,124,62,26,39,98,56,48,47,34,38,14,25,2225,327,0,12,2225,327,1223,300,0,12,1223,300,473,144,0,12,473,144,176,91,0,12,176,91,172,68,0,12,172,68,181,105,0,12,181,105
1400000US11001002702,11001002702,"Census Tract 27.02, District of Columbia, District of Columbia",5061,543,192,82,4869,549,2690,351,161,80,2529,356,1311,335,14,24,1297,338,872,163,0,17,872,163,244,105,27,32,217,99,239,70,96,66,143,52,24,36,24,36,0,17,2371,346,31,33,2340,349,1247,268,0,17,1247,268,635,149,14,20,621,151,293,108,0,17,293,108,111,43,0,17,111,43,85,74,17,26,68,71
1400000US11001002801,11001002801,"Census Tract 28.01, District of Columbia, District of Columbia",3426,397,76,53,3350,396,1711,254,76,53,1635,253,889,230,11,17,878,228,594,155,22,35,572,144,153,81,14,23,139,77,67,46,21,24,46,43,8,12,8,12,0,12,1715,298,0,12,1715,298,839,213,0,12,839,213,570,145,0,12,570,145,89,52,0,12,89,52,139,74,0,12,139,74,78,69,0,12,78,69
1400000US11001002802,11001002802,"Census Tract 28.02, District of Columbia, District of Columbia",4016,460,87,56,3929,462,1994,309,77,55,1917,303,1054,220,11,17,1043,221,711,215,29,49,682,214,85,51,5,9,80,50,93,59,0,12,93,59,51,41,32,36,19,22,2022,290,10,16,2012,294,1245,216,0,12,1245,216,452,152,10,16,442,154,149,94,0,12,149,94,82,61,0,12,82,61,94,50,0,12,94,50
1400000US11001002900,11001002900,"Census Tract 29, District of Columbia, District of Columbia",3978,404,140,60,3838,402,2097,272,111,59,1986,283,1181,218,0,12,1181,218,666,168,21,32,645,167,167,82,30,26,137,77,40,32,17,21,23,24,43,34,43,34,0,12,1881,248,29,23,1852,238,909,190,18,21,891,187,619,157,11,17,608,150,185,74,0,12,185,74,82,51,0,12,82,51,86,42,0,12,86,42
1400000US11001003000,11001003000,"Census Tract 30, District of Columbia, District of Columbia",3145,349,103,57,3042,346,1456,262,95,57,1361,250,858,238,8,13,850,237,390,113,0,12,390,113,98,62,52,57,46,37,81,42,20,18,61,41,29,29,15,21,14,21,1689,223,8,13,1681,224,1045,209,0,12,1045,209,336,97,0,12,336,97,143,60,8,13,135,57,94,46,0,12,94,46,71,34,0,12,71,34
1400000US11001003100,11001003100,"Census Tract 31, District of Columbia, District of Columbia",2668,300,95,47,2573,305,1350,216,75,41,1275,212,675,204,0,12,675,204,384,148,48,41,336,140,184,67,11,17,173,65,67,32,16,17,51,35,40,49,0,12,40,49,1318,217,20,28,1298,221,610,138,20,28,590,143,360,93,0,12,360,93,182,84,0,12,182,84,93,68,0,12,93,68,73,37,0,12,73,37
1400000US11001003200,11001003200,"Census Tract 32, District of Columbia, District of Columbia",3954,329,114,55,3840,328,1720,288,93,47,1627,289,740,232,0,12,740,232,619,138,10,16,609,138,184,94,57,41,127,81,117,88,13,21,104,89,60,36,13,19,47,35,2234,235,21,27,2213,234,778,191,0,12,778,191,898,145,14,20,884,143,290,97,0,12,290,97,148,56,7,20,141,54,120,46,0,12,120,46
1400000US11001003301,11001003301,"Census Tract 33.01, District of Columbia, District of Columbia",2928,326,255,89,2673,311,1598,276,241,92,1357,278,758,276,37,48,721,280,651,146,92,54,559,146,151,69,86,53,65,49,27,22,15,17,12,13,11,12,11,12,0,12,1330,226,14,24,1316,225,600,190,0,12,600,190,348,111,14,24,334,104,188,88,0,12,188,88,74,44,0,12,74,44,120,47,0,12,120,47
1400000US11001003302,11001003302,"Census Tract 33.02, District of Columbia, District of Columbia",1906,194,141,70,1765,194,889,170,141,70,748,155,325,104,11,14,314,103,396,107,89,64,307,96,106,53,21,21,85,54,43,32,7,8,36,30,19,21,13,19,6,9,1017,153,0,12,1017,153,482,125,0,12,482,125,368,96,0,12,368,96,77,35,0,12,77,35,53,30,0,12,53,30,37,27,0,12,37,27
1400000US11001003400,11001003400,"Census Tract 34, District of Columbia, District of Columbia",4633,500,148,81,4485,508,1980,348,125,75,1855,354,1235,306,7,12,1228,306,508,147,91,75,417,141,178,106,3,9,175,105,35,31,0,17,35,31,24,28,24,28,0,17,2653,407,23,28,2630,405,1910,371,0,17,1910,371,360,125,4,9,356,124,163,66,9,16,154,65,159,92,10,18,149,96,61,55,0,17,61,55
1400000US11001003500,11001003500,"Census Tract 35, District of Columbia, District of Columbia",3987,506,66,43,3921,499,2012,370,66,43,1946,360,1564,376,15,35,1549,369,289,98,0,12,289,98,64,41,22,23,42,34,54,50,0,12,54,50,41,29,29,22,12,19,1975,274,0,12,1975,274,1373,237,0,12,1373,237,265,79,0,12,265,79,197,89,0,12,197,89,63,41,0,12,63,41,77,44,0,12,77,44
